dataset,image_path,mask_path,image_id,has_mask
benchmark_train,../../data/5_benchmark/TrainDataset/image/146.png,../../data/5_benchmark/TrainDataset/mask/146.png,146,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/147.png,../../data/5_benchmark/TrainDataset/mask/147.png,147,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/149.png,../../data/5_benchmark/TrainDataset/mask/149.png,149,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/15.png,../../data/5_benchmark/TrainDataset/mask/15.png,15,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/150.png,../../data/5_benchmark/TrainDataset/mask/150.png,150,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/151.png,../../data/5_benchmark/TrainDataset/mask/151.png,151,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/152.png,../../data/5_benchmark/TrainDataset/mask/152.png,152,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/153.png,../../data/5_benchmark/TrainDataset/mask/153.png,153,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/155.png,../../data/5_benchmark/TrainDataset/mask/155.png,155,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/156.png,../../data/5_benchmark/TrainDataset/mask/156.png,156,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/157.png,../../data/5_benchmark/TrainDataset/mask/157.png,157,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/158.png,../../data/5_benchmark/TrainDataset/mask/158.png,158,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/159.png,../../data/5_benchmark/TrainDataset/mask/159.png,159,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/16.png,../../data/5_benchmark/TrainDataset/mask/16.png,16,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/160.png,../../data/5_benchmark/TrainDataset/mask/160.png,160,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/161.png,../../data/5_benchmark/TrainDataset/mask/161.png,161,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/162.png,../../data/5_benchmark/TrainDataset/mask/162.png,162,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/164.png,../../data/5_benchmark/TrainDataset/mask/164.png,164,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/165.png,../../data/5_benchmark/TrainDataset/mask/165.png,165,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/167.png,../../data/5_benchmark/TrainDataset/mask/167.png,167,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/168.png,../../data/5_benchmark/TrainDataset/mask/168.png,168,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/169.png,../../data/5_benchmark/TrainDataset/mask/169.png,169,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/17.png,../../data/5_benchmark/TrainDataset/mask/17.png,17,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/170.png,../../data/5_benchmark/TrainDataset/mask/170.png,170,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/172.png,../../data/5_benchmark/TrainDataset/mask/172.png,172,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/173.png,../../data/5_benchmark/TrainDataset/mask/173.png,173,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/174.png,../../data/5_benchmark/TrainDataset/mask/174.png,174,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/175.png,../../data/5_benchmark/TrainDataset/mask/175.png,175,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/176.png,../../data/5_benchmark/TrainDataset/mask/176.png,176,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/177.png,../../data/5_benchmark/TrainDataset/mask/177.png,177,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/178.png,../../data/5_benchmark/TrainDataset/mask/178.png,178,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/18.png,../../data/5_benchmark/TrainDataset/mask/18.png,18,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/180.png,../../data/5_benchmark/TrainDataset/mask/180.png,180,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/182.png,../../data/5_benchmark/TrainDataset/mask/182.png,182,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/183.png,../../data/5_benchmark/TrainDataset/mask/183.png,183,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/184.png,../../data/5_benchmark/TrainDataset/mask/184.png,184,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/186.png,../../data/5_benchmark/TrainDataset/mask/186.png,186,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/187.png,../../data/5_benchmark/TrainDataset/mask/187.png,187,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/188.png,../../data/5_benchmark/TrainDataset/mask/188.png,188,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/189.png,../../data/5_benchmark/TrainDataset/mask/189.png,189,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/19.png,../../data/5_benchmark/TrainDataset/mask/19.png,19,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/190.png,../../data/5_benchmark/TrainDataset/mask/190.png,190,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/192.png,../../data/5_benchmark/TrainDataset/mask/192.png,192,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/193.png,../../data/5_benchmark/TrainDataset/mask/193.png,193,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/194.png,../../data/5_benchmark/TrainDataset/mask/194.png,194,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/195.png,../../data/5_benchmark/TrainDataset/mask/195.png,195,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/196.png,../../data/5_benchmark/TrainDataset/mask/196.png,196,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/197.png,../../data/5_benchmark/TrainDataset/mask/197.png,197,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/198.png,../../data/5_benchmark/TrainDataset/mask/198.png,198,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/199.png,../../data/5_benchmark/TrainDataset/mask/199.png,199,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/2.png,../../data/5_benchmark/TrainDataset/mask/2.png,2,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/20.png,../../data/5_benchmark/TrainDataset/mask/20.png,20,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/200.png,../../data/5_benchmark/TrainDataset/mask/200.png,200,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/201.png,../../data/5_benchmark/TrainDataset/mask/201.png,201,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/202.png,../../data/5_benchmark/TrainDataset/mask/202.png,202,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/203.png,../../data/5_benchmark/TrainDataset/mask/203.png,203,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/204.png,../../data/5_benchmark/TrainDataset/mask/204.png,204,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/206.png,../../data/5_benchmark/TrainDataset/mask/206.png,206,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/207.png,../../data/5_benchmark/TrainDataset/mask/207.png,207,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/208.png,../../data/5_benchmark/TrainDataset/mask/208.png,208,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/209.png,../../data/5_benchmark/TrainDataset/mask/209.png,209,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/210.png,../../data/5_benchmark/TrainDataset/mask/210.png,210,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/211.png,../../data/5_benchmark/TrainDataset/mask/211.png,211,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/212.png,../../data/5_benchmark/TrainDataset/mask/212.png,212,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/213.png,../../data/5_benchmark/TrainDataset/mask/213.png,213,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/214.png,../../data/5_benchmark/TrainDataset/mask/214.png,214,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/215.png,../../data/5_benchmark/TrainDataset/mask/215.png,215,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/216.png,../../data/5_benchmark/TrainDataset/mask/216.png,216,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/217.png,../../data/5_benchmark/TrainDataset/mask/217.png,217,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/218.png,../../data/5_benchmark/TrainDataset/mask/218.png,218,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/219.png,../../data/5_benchmark/TrainDataset/mask/219.png,219,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/22.png,../../data/5_benchmark/TrainDataset/mask/22.png,22,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/220.png,../../data/5_benchmark/TrainDataset/mask/220.png,220,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/221.png,../../data/5_benchmark/TrainDataset/mask/221.png,221,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/222.png,../../data/5_benchmark/TrainDataset/mask/222.png,222,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/223.png,../../data/5_benchmark/TrainDataset/mask/223.png,223,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/224.png,../../data/5_benchmark/TrainDataset/mask/224.png,224,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/225.png,../../data/5_benchmark/TrainDataset/mask/225.png,225,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/226.png,../../data/5_benchmark/TrainDataset/mask/226.png,226,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/227.png,../../data/5_benchmark/TrainDataset/mask/227.png,227,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/228.png,../../data/5_benchmark/TrainDataset/mask/228.png,228,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/229.png,../../data/5_benchmark/TrainDataset/mask/229.png,229,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/23.png,../../data/5_benchmark/TrainDataset/mask/23.png,23,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/230.png,../../data/5_benchmark/TrainDataset/mask/230.png,230,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/231.png,../../data/5_benchmark/TrainDataset/mask/231.png,231,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/232.png,../../data/5_benchmark/TrainDataset/mask/232.png,232,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/233.png,../../data/5_benchmark/TrainDataset/mask/233.png,233,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/234.png,../../data/5_benchmark/TrainDataset/mask/234.png,234,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/235.png,../../data/5_benchmark/TrainDataset/mask/235.png,235,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/236.png,../../data/5_benchmark/TrainDataset/mask/236.png,236,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/237.png,../../data/5_benchmark/TrainDataset/mask/237.png,237,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/238.png,../../data/5_benchmark/TrainDataset/mask/238.png,238,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/239.png,../../data/5_benchmark/TrainDataset/mask/239.png,239,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/24.png,../../data/5_benchmark/TrainDataset/mask/24.png,24,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/241.png,../../data/5_benchmark/TrainDataset/mask/241.png,241,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/242.png,../../data/5_benchmark/TrainDataset/mask/242.png,242,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/243.png,../../data/5_benchmark/TrainDataset/mask/243.png,243,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/244.png,../../data/5_benchmark/TrainDataset/mask/244.png,244,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/245.png,../../data/5_benchmark/TrainDataset/mask/245.png,245,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/246.png,../../data/5_benchmark/TrainDataset/mask/246.png,246,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/247.png,../../data/5_benchmark/TrainDataset/mask/247.png,247,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/248.png,../../data/5_benchmark/TrainDataset/mask/248.png,248,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/249.png,../../data/5_benchmark/TrainDataset/mask/249.png,249,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/250.png,../../data/5_benchmark/TrainDataset/mask/250.png,250,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/252.png,../../data/5_benchmark/TrainDataset/mask/252.png,252,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/253.png,../../data/5_benchmark/TrainDataset/mask/253.png,253,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/254.png,../../data/5_benchmark/TrainDataset/mask/254.png,254,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/255.png,../../data/5_benchmark/TrainDataset/mask/255.png,255,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/256.png,../../data/5_benchmark/TrainDataset/mask/256.png,256,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/257.png,../../data/5_benchmark/TrainDataset/mask/257.png,257,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/258.png,../../data/5_benchmark/TrainDataset/mask/258.png,258,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/259.png,../../data/5_benchmark/TrainDataset/mask/259.png,259,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/26.png,../../data/5_benchmark/TrainDataset/mask/26.png,26,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/260.png,../../data/5_benchmark/TrainDataset/mask/260.png,260,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/261.png,../../data/5_benchmark/TrainDataset/mask/261.png,261,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/262.png,../../data/5_benchmark/TrainDataset/mask/262.png,262,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/263.png,../../data/5_benchmark/TrainDataset/mask/263.png,263,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/264.png,../../data/5_benchmark/TrainDataset/mask/264.png,264,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/265.png,../../data/5_benchmark/TrainDataset/mask/265.png,265,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/267.png,../../data/5_benchmark/TrainDataset/mask/267.png,267,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/268.png,../../data/5_benchmark/TrainDataset/mask/268.png,268,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/269.png,../../data/5_benchmark/TrainDataset/mask/269.png,269,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/27.png,../../data/5_benchmark/TrainDataset/mask/27.png,27,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/270.png,../../data/5_benchmark/TrainDataset/mask/270.png,270,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/271.png,../../data/5_benchmark/TrainDataset/mask/271.png,271,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/272.png,../../data/5_benchmark/TrainDataset/mask/272.png,272,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/273.png,../../data/5_benchmark/TrainDataset/mask/273.png,273,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/274.png,../../data/5_benchmark/TrainDataset/mask/274.png,274,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/275.png,../../data/5_benchmark/TrainDataset/mask/275.png,275,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/276.png,../../data/5_benchmark/TrainDataset/mask/276.png,276,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/277.png,../../data/5_benchmark/TrainDataset/mask/277.png,277,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/278.png,../../data/5_benchmark/TrainDataset/mask/278.png,278,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/28.png,../../data/5_benchmark/TrainDataset/mask/28.png,28,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/280.png,../../data/5_benchmark/TrainDataset/mask/280.png,280,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/281.png,../../data/5_benchmark/TrainDataset/mask/281.png,281,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/282.png,../../data/5_benchmark/TrainDataset/mask/282.png,282,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/283.png,../../data/5_benchmark/TrainDataset/mask/283.png,283,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/284.png,../../data/5_benchmark/TrainDataset/mask/284.png,284,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/285.png,../../data/5_benchmark/TrainDataset/mask/285.png,285,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/286.png,../../data/5_benchmark/TrainDataset/mask/286.png,286,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/288.png,../../data/5_benchmark/TrainDataset/mask/288.png,288,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/289.png,../../data/5_benchmark/TrainDataset/mask/289.png,289,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/29.png,../../data/5_benchmark/TrainDataset/mask/29.png,29,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/290.png,../../data/5_benchmark/TrainDataset/mask/290.png,290,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/291.png,../../data/5_benchmark/TrainDataset/mask/291.png,291,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/292.png,../../data/5_benchmark/TrainDataset/mask/292.png,292,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/293.png,../../data/5_benchmark/TrainDataset/mask/293.png,293,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/294.png,../../data/5_benchmark/TrainDataset/mask/294.png,294,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/295.png,../../data/5_benchmark/TrainDataset/mask/295.png,295,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/296.png,../../data/5_benchmark/TrainDataset/mask/296.png,296,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/297.png,../../data/5_benchmark/TrainDataset/mask/297.png,297,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/298.png,../../data/5_benchmark/TrainDataset/mask/298.png,298,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/299.png,../../data/5_benchmark/TrainDataset/mask/299.png,299,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/3.png,../../data/5_benchmark/TrainDataset/mask/3.png,3,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/30.png,../../data/5_benchmark/TrainDataset/mask/30.png,30,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/301.png,../../data/5_benchmark/TrainDataset/mask/301.png,301,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/302.png,../../data/5_benchmark/TrainDataset/mask/302.png,302,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/303.png,../../data/5_benchmark/TrainDataset/mask/303.png,303,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/304.png,../../data/5_benchmark/TrainDataset/mask/304.png,304,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/305.png,../../data/5_benchmark/TrainDataset/mask/305.png,305,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/306.png,../../data/5_benchmark/TrainDataset/mask/306.png,306,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/308.png,../../data/5_benchmark/TrainDataset/mask/308.png,308,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/309.png,../../data/5_benchmark/TrainDataset/mask/309.png,309,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/310.png,../../data/5_benchmark/TrainDataset/mask/310.png,310,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/311.png,../../data/5_benchmark/TrainDataset/mask/311.png,311,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/312.png,../../data/5_benchmark/TrainDataset/mask/312.png,312,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/313.png,../../data/5_benchmark/TrainDataset/mask/313.png,313,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/314.png,../../data/5_benchmark/TrainDataset/mask/314.png,314,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/315.png,../../data/5_benchmark/TrainDataset/mask/315.png,315,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/316.png,../../data/5_benchmark/TrainDataset/mask/316.png,316,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/317.png,../../data/5_benchmark/TrainDataset/mask/317.png,317,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/318.png,../../data/5_benchmark/TrainDataset/mask/318.png,318,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/319.png,../../data/5_benchmark/TrainDataset/mask/319.png,319,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/32.png,../../data/5_benchmark/TrainDataset/mask/32.png,32,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/320.png,../../data/5_benchmark/TrainDataset/mask/320.png,320,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/321.png,../../data/5_benchmark/TrainDataset/mask/321.png,321,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/322.png,../../data/5_benchmark/TrainDataset/mask/322.png,322,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/323.png,../../data/5_benchmark/TrainDataset/mask/323.png,323,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/324.png,../../data/5_benchmark/TrainDataset/mask/324.png,324,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/325.png,../../data/5_benchmark/TrainDataset/mask/325.png,325,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/326.png,../../data/5_benchmark/TrainDataset/mask/326.png,326,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/327.png,../../data/5_benchmark/TrainDataset/mask/327.png,327,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/328.png,../../data/5_benchmark/TrainDataset/mask/328.png,328,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/329.png,../../data/5_benchmark/TrainDataset/mask/329.png,329,True
benchmark_train,../../data/5_benchmark/TrainDataset/image/33.png,../../data/5_benchmark/TrainDataset/mask/33.png,33,True
